Date_,ls_ret
2005-12-22,-0.0006589973585306938
2005-12-23,-0.0015236612963692353
2005-12-26,0.01141904777623796
2005-12-27,-0.001586173583341346
2005-12-28,-0.00022326658095418383
2005-12-29,-0.0007636332628459957
2005-12-30,-0.00014277917740523666
2006-01-02,0.00857561908532615
2006-01-03,0.0018043895210708967
2006-01-04,0.0013760057063013117
2006-01-05,-0.0018009596808287967
2006-01-06,0.0015126866204870234
2006-01-09,-0.0016818449891781
2006-01-10,0.000349720161101315
2006-01-11,-1.199243081446129e-05
2006-01-12,0.0006006321801545588
2006-01-13,0.0012744105892995162
2006-01-16,-0.0010808083802817114
2006-01-17,0.0025899411756904567
2006-01-18,-0.0002978153380944817
2006-01-19,0.0015464603799897442
2006-01-20,0.00011962033005130657
2006-01-23,0.001950081267600134
2006-01-24,0.00024170141460358452
2006-01-25,-0.004241071308502323
2006-01-26,0.002801984898723603
2006-01-27,0.000631369901211791
2006-01-30,0.0016603940210766063
2006-01-31,-0.0015342540162806768
2006-02-01,-0.0007531057337633587
2006-02-02,-0.004130710990987138
2006-02-03,0.0015688077978205837
2006-02-06,0.0023253654908348387
2006-02-07,-0.0026723455880141174
2006-02-08,0.0011142864031759014
2006-02-09,-0.0029117977770164805
2006-02-10,0.0018806222284309944
2006-02-13,0.0001591302409253289
2006-02-14,0.00025869634285015966
2006-02-15,-0.0012890368349214249
2006-02-16,0.0024378554379495924
2006-02-17,-0.001031585588036336
2006-02-20,-0.005886171607848686
2006-02-21,0.00241480527412146
2006-02-22,-0.0005137896629305661
2006-02-23,0.0005193511084093562
2006-02-24,0.002989871191667265
2006-02-27,-0.0010907719359710083
2006-02-28,-0.0010553163388138404
2006-03-01,0.0030974697667826502
2006-03-02,0.0022262176950552347
2006-03-03,0.0016089152493943015
2006-03-06,-0.00258866922123009
2006-03-07,-0.001538824518491062
2006-03-08,-0.0005305793262939095
2006-03-09,-0.0017161880680710056
2006-03-10,-0.00037665656852208526
2006-03-13,0.0026085184808245583
2006-03-14,0.0023332047875313246
2006-03-15,0.0008457369875765272
2006-03-16,-0.0004867098605809562
2006-03-17,0.0008312304102322468
2006-03-20,0.00021510016791774134
2006-03-21,-0.00022899355032996325
2006-03-22,-0.0005196683508529534
2006-03-23,0.0004892059761569364
2006-03-24,0.0008411500888029496
2006-03-27,5.612388986265374e-05
2006-03-28,0.0019078329790245033
2006-03-29,0.00011940607232004797
2006-03-30,0.0009143404646021605
2006-03-31,-0.0003008455270542484
2006-04-03,0.002089650298509042
2006-04-04,0.0006619106099290473
2006-04-05,0.002373891757601058
2006-04-06,0.0005590554160808468
2006-04-07,-0.0002543342863736552
2006-04-10,0.001546756762082623
2006-04-11,0.00040399140336847044
2006-04-12,0.00042788336518372066
2006-04-13,0.0007262990069505491
2006-04-14,-0.0028047139658176623
2006-04-17,0.0014470029311727274
2006-04-18,0.002674552834457211
2006-04-19,-0.001302136251895494
2006-04-20,0.0013909419148553147
2006-04-21,0.0011923962518571602
2006-04-24,-0.0005379780241737475
2006-04-25,6.558895016170933e-06
2006-04-26,-0.0004677360979350705
2006-04-27,-0.0034772671791602336
2006-04-28,-0.00027986973510897
2006-05-01,0.004436041028339402
2006-05-02,0.0023055829057232863
2006-05-03,0.0015479071331098247
2006-05-04,0.0014059133043430587
2006-05-05,-0.0008929635549087407
2006-05-08,8.085723326853493e-05
2006-05-09,0.0029548187682464353
2006-05-10,0.0007005710158833735
2006-05-11,-0.0017375982575741045
2006-05-12,-0.002522046956857219
2006-05-15,-0.0026436166150385835
2006-05-16,0.0009160833160988129
2006-05-17,-0.001355676914904953
2006-05-18,-0.0024948645206976576
2006-05-19,-0.00024820674498172806
2006-05-22,-0.0030763945311847204
2006-05-23,0.0020580850312403895
2006-05-24,-1.310135171218336e-05
2006-05-25,0.0013506872375683209
2006-05-26,0.0010829418399791618
2006-05-29,0.004067394418647806
2006-05-30,0.0008400377266466931
2006-05-31,0.0016451939730812422
2006-06-01,-0.00048210639069293373
2006-06-02,0.0006193528235980045
2006-06-05,-0.0038789356564140186
2006-06-06,-0.001384803348160384
2006-06-07,-0.004980635339447889
2006-06-08,-0.0011567909715229717
2006-06-09,-0.0004653429030059963
2006-06-12,-0.002730845479209378
2006-06-13,-0.0018633833834110908
2006-06-14,0.0032091015367317795
2006-06-15,0.00380115043478779
2006-06-16,0.0013518108208169944
2006-06-19,-0.0008483612535497504
2006-06-20,0.0004451097511143114
2006-06-21,0.0027929176925120297
2006-06-22,-0.0001588347484734654
2006-06-23,0.0033787167307098042
2006-06-26,0.00019076438016532482
2006-06-27,-5.6723152693514915e-05
2006-06-28,0.0004356231647354458
2006-06-29,0.003118934683850073
2006-06-30,0.004080585373687709
2006-07-03,0.0020123084945958846
2006-07-04,-0.00028602391396751327
2006-07-05,-0.00031032787427193523
2006-07-06,-0.0007712318265371967
2006-07-07,-0.002488881782636223
2006-07-10,-0.002028659405091717
2006-07-11,-0.0011813086386577947
2006-07-12,0.0009669634489069654
2006-07-13,-0.0016495766172989366
2006-07-14,0.0015715467073207378
2006-07-17,-0.001712370755256219
2006-07-18,-0.0010438214597127688
2006-07-19,0.0011946391292000445
2006-07-20,0.0011700994952660228
2006-07-21,-0.0007763269383119056
2006-07-24,0.001221784679249639
2006-07-25,0.002135216785241128
2006-07-26,0.00035275024213039585
2006-07-27,0.0011903633675877357
2006-07-28,0.002329164948077075
2006-07-31,0.0022612814063806067
2006-08-01,-0.0010152390805948188
2006-08-02,0.0012296181241270576
2006-08-03,-0.0014858131405331512
2006-08-04,-0.0016006060216318912
2006-08-07,0.0012755888919603455
2006-08-08,5.928595923188188e-05
2006-08-09,-0.0007231852387292604
2006-08-10,0.0005587669496775822
2006-08-11,-0.0025190727518810243
2006-08-14,-0.0010746146223782251
2006-08-15,0.0020818848620879522
2006-08-16,3.4285222683511484e-05
2006-08-17,-0.002990163590251881
2006-08-18,0.0008157060211600928
2006-08-21,0.001538334096085703
2006-08-22,0.0009402093020318574
2006-08-23,0.0004217006249395856
2006-08-24,-0.0007119560382332312
2006-08-25,-0.001083486575313701
2006-08-28,0.000335359559549102
2006-08-29,0.00016532590796518033
2006-08-30,-0.0025649280407896886
2006-08-31,-0.0001548632199055648
2006-09-01,0.0019798995653929528
2006-09-04,-0.006944141538997778
2006-09-05,0.0017232717172607208
2006-09-06,-0.0018475549558875921
2006-09-07,-0.0012324693163806777
2006-09-08,-0.0024344715567636253
2006-09-11,-0.004798931170954194
2006-09-12,-0.0016510815467875443
2006-09-13,0.002389943509223172
2006-09-14,-0.002665772775314193
2006-09-15,-0.00032800046821567983
2006-09-18,0.0016334083973177905
2006-09-19,-0.001327835903410713
2006-09-20,-0.001016328922448107
2006-09-21,9.188321720374056e-05
2006-09-22,-0.0008014058575871483
2006-09-25,-0.0021350819272919256
2006-09-26,0.0011146307754091092
2006-09-27,0.0007248487387192195
2006-09-28,-0.00019976830159476025
2006-09-29,5.148704786007345e-05
2006-10-02,-0.001254407027121436
2006-10-03,-0.002183866209145038
2006-10-04,0.0006758253166253073
2006-10-05,0.000691105466670629
2006-10-06,-0.0016613222263671074
2006-10-09,-0.0003213460978649193
2006-10-10,0.0001991341641993407
2006-10-11,0.0007416141187157723
2006-10-12,0.0006295741175802665
2006-10-13,0.001561040387616385
2006-10-16,0.0014583006332691266
2006-10-17,0.0005202567007739753
2006-10-18,-0.0011358436116210551
2006-10-19,0.0016960824149747115
2006-10-20,0.0004231772896611446
2006-10-23,0.0026315415277424893
2006-10-24,0.001924057906886699
2006-10-25,-0.0004608484533182451
2006-10-26,-0.002509604918514264
2006-10-27,-0.00019140407901279937
2006-10-30,0.0018991096027912624
2006-10-31,0.0008771473057459823
2006-11-01,-0.0031376902417036196
2006-11-02,0.00040537876993628505
2006-11-03,0.0019692960033213876
2006-11-06,0.0019821509614161526
2006-11-07,0.0016951571136775833
2006-11-08,0.0001025198806859905
2006-11-09,-0.0012284808201099278
2006-11-10,0.00022186368508804889
2006-11-13,0.0014249432451129956
2006-11-14,-0.001681944628521046
2006-11-15,0.00039366852001307786
2006-11-16,-0.0012399666878562437
2006-11-17,0.001851259483934667
2006-11-20,0.0016591775122974757
2006-11-21,-0.00015043904529998733
2006-11-22,-0.001421649062015398
2006-11-23,-0.004188155279533294
2006-11-24,8.64085416217442e-05
2006-11-27,-0.0014204885427407943
2006-11-28,0.001126340294270416
2006-11-29,0.0001335354796691585
2006-11-30,-0.0016223478218224197
2006-12-01,-0.0006346618332759792
2006-12-04,0.0019071622156666193
2006-12-05,0.0011343746421449549
2006-12-06,0.0001732503895369743
2006-12-07,0.00047994781585440133
2006-12-08,0.001419927816239409
2006-12-11,-0.0004438943010704807
2006-12-12,0.0001993803356950326
2006-12-13,0.0005798740324118928
2006-12-14,0.0005715271776785329
2006-12-15,3.783766604928348e-05
2006-12-18,-0.0013776081144170386
2006-12-19,0.0018048821216838885
2006-12-20,-0.0017196964769672356
2006-12-21,-0.0014607472100518681
2006-12-22,-0.0011090775552867053
2006-12-25,0.005368640672963517
2006-12-26,-0.0004305261664684133
2006-12-27,0.001023378992185391
2006-12-28,-0.0003773958009502056
2006-12-29,-0.0005934062831217251
2007-01-02,-0.010671430799306084
2007-01-03,0.0002990048933875047
2007-01-04,0.00016072468110926678
2007-01-05,-0.00010722837074701749
2007-01-08,0.0024629524884784795
2007-01-09,-0.001734089940761357
2007-01-10,0.0016410460547469506
2007-01-11,0.0011057372603310094
2007-01-12,-0.0013649908178275415
2007-01-15,-0.0032989826748087863
2007-01-16,-0.0005704621430306895
2007-01-17,-0.00033627835619335836
2007-01-18,-0.0030092405833375725
2007-01-19,-0.001179648456262792
2007-01-22,-0.0012764030733777017
2007-01-23,0.002368239388437235
2007-01-24,-0.0013539923241159828
2007-01-25,0.0029838953845161328
2007-01-26,0.0013728762193344882
2007-01-29,-0.00030366844914526383
2007-01-30,-0.0005821448748685749
2007-01-31,-0.0018601046634361342
2007-02-01,-0.000917667052737716
2007-02-02,-0.002892962918072295
2007-02-05,0.0017465939974329505
2007-02-06,0.0012176898766254997
2007-02-07,0.0014086658413351924
2007-02-08,0.0009971520409009266
2007-02-09,-0.00014665940282564387
2007-02-12,0.0014660812749099038
2007-02-13,0.0013786540878630625
2007-02-14,0.0012173571831539973
2007-02-15,0.0008738936844401164
2007-02-16,-0.0004377704859549265
2007-02-19,-0.002029076685134314
2007-02-20,0.0010869206961454248
2007-02-21,0.0013202329654810549
2007-02-22,0.00023150367941730744
2007-02-23,0.0007024159877088314
2007-02-26,-0.0005118257427009723
2007-02-27,-0.0022173840060766854
2007-02-28,0.0015924466375356668
2007-03-01,0.0001159248854874554
2007-03-02,-0.0010845804364808943
2007-03-05,0.0034363332497665457
2007-03-06,0.0013101232175609845
2007-03-07,0.00045805715345214975
2007-03-08,0.001299258892576682
2007-03-09,8.609188554222496e-05
2007-03-12,0.004129106776994403
2007-03-13,0.00202921079316304
2007-03-14,-0.0017701492561114677
2007-03-15,-0.0013701482662457378
2007-03-16,-0.0006746285408241628
2007-03-19,0.0027930371577115595
2007-03-20,-0.0010365222772429259
2007-03-21,-7.112286231903618e-05
2007-03-22,0.001028170645999153
2007-03-23,-9.224446195636611e-05
2007-03-26,0.0011460590592292535
2007-03-27,0.0009207568376320905
2007-03-28,-0.001403263985623784
2007-03-29,-3.788188356418573e-05
2007-03-30,0.00021119885626314812
2007-04-02,0.001416694267859023
2007-04-03,0.00035854575643380713
2007-04-04,0.0009947437697600673
2007-04-05,-0.0006594657901113724
2007-04-06,0.004395121954831475
2007-04-09,0.0016622163013948184
2007-04-10,0.0008457572052123898
2007-04-11,-0.0014663667496585845
2007-04-12,0.0005876328674513961
2007-04-13,0.0012540533582878325
2007-04-16,0.0007412030838566275
2007-04-17,-0.000635874976964653
2007-04-18,-0.00025511402284491424
2007-04-19,-0.0003513647814365368
2007-04-20,0.0007212142555035943
2007-04-23,0.001149007797112265
2007-04-24,0.002159050441807259
2007-04-25,-0.0020117444461844164
2007-04-26,-0.0018636374191780096
2007-04-27,0.0021807625924365735
2007-04-30,0.0013380282158564876
2007-05-01,-0.0013300932693420665
2007-05-02,0.0013197937899193574
2007-05-03,-0.0002996298088033841
2007-05-04,0.000756392845385066
2007-05-07,0.0015687759436504042
2007-05-08,0.0006261453993462963
2007-05-09,0.0006506612193147702
2007-05-10,0.0004134643516949346
2007-05-11,9.150215875623614e-05
2007-05-14,9.662299466534889e-05
2007-05-15,-0.0016472980464154738
2007-05-16,0.0009570343542614039
2007-05-17,0.0008559554695910818
2007-05-18,-0.0017798472692487702
2007-05-21,0.001231178358166158
2007-05-22,-0.0023994081450385914
2007-05-23,-0.0034300622470943985
2007-05-24,0.0006978811813745774
2007-05-25,0.0010803167580308237
2007-05-28,0.0017030579703133976
2007-05-29,9.60795165328265e-05
2007-05-30,0.0007241747439946514
2007-05-31,0.003264307033661149
2007-06-01,0.00028789390641149366
2007-06-04,0.001360010531139464
2007-06-05,-0.00040985268397682265
2007-06-06,0.0018397790938544868
2007-06-07,0.002041766047155274
2007-06-08,-0.0006200315089556695
2007-06-11,0.0004746150708053625
2007-06-12,0.0020544570810600744
2007-06-13,-0.0005960795271846779
2007-06-14,-0.0006559790638373619
2007-06-15,-3.4073050966231836e-07
2007-06-18,0.0012026918188442301
2007-06-19,0.0008310310296150362
2007-06-20,-0.00023465226386823522
2007-06-21,0.001579995793273511
2007-06-22,-0.0001468668083977452
2007-06-25,-0.00015275997349673915
2007-06-26,0.0028060106335081347
2007-06-27,0.00042778212109167
2007-06-28,-0.0007768402120088993
2007-06-29,0.002311686343178066
2007-07-02,0.003218353683230558
2007-07-03,-4.5497613139931996e-05
2007-07-04,0.0031439415733823662
2007-07-05,0.0010914539326126716
2007-07-06,-0.00017688264253263176
2007-07-09,0.00034414589760854263
2007-07-10,0.0012603598376435927
2007-07-11,0.0017913443442913793
2007-07-12,-0.0001789476456322339
2007-07-13,0.0013168276811082798
2007-07-16,0.0014198054737829527
2007-07-17,0.0008562586495637124
2007-07-18,0.0006419761765644314
2007-07-19,0.00013455781327796545
2007-07-20,0.0017181275891261449
2007-07-23,0.003972400121480141
2007-07-24,-0.0003753870126878499
2007-07-25,4.374012144306934e-05
2007-07-26,0.0013763733734502583
2007-07-27,-0.001724625744979024
2007-07-30,0.0036341865739631285
2007-07-31,-0.002053039524653747
2007-08-01,0.0030198497173668285
2007-08-02,0.0013948070716586136
2007-08-03,0.002587026473782274
2007-08-06,0.003689097984545714
2007-08-07,-0.0006838842515591846
2007-08-08,-0.010002489426139464
2007-08-09,-0.007515958019959505
2007-08-10,0.007345768779352311
2007-08-13,0.005617541417221019
2007-08-14,0.002464332222306881
2007-08-15,0.0005272193363313717
2007-08-16,-0.002724349273248772
2007-08-17,-0.001838796720471405
2007-08-20,0.0037128605681292968
2007-08-21,0.0018685739283713105
2007-08-22,0.0008275024997760665
2007-08-23,0.0028763299791488128
2007-08-24,0.0008779599964735418
2007-08-27,0.004613038032807768
2007-08-28,0.0023091872924638933
2007-08-29,-0.0002731211449788633
2007-08-30,0.0009256518421140243
2007-08-31,-0.0013949354206175821
2007-09-03,-5.148958815097022e-05
2007-09-04,-0.0006968833189519898
2007-09-05,0.0026914309842123356
2007-09-06,0.0008992620742658519
2007-09-07,0.00014830602302691248
2007-09-10,0.0015463554565421337
2007-09-11,0.00048412321313130035
2007-09-12,0.0025058274094783718
2007-09-13,0.0003748652584346234
2007-09-14,-0.00012846549915172844
2007-09-17,0.000954681643943975
2007-09-18,-0.0015491217949544
2007-09-19,0.0017849473350399162
2007-09-20,0.003228913951139308
2007-09-21,0.0009509046042884082
2007-09-24,0.00336233663453033
2007-09-25,0.002639824984577639
2007-09-26,0.000938227013390744
2007-09-27,-0.0007369614779251802
2007-09-28,1.1627570240497475e-05
2007-10-01,-0.000734897625023801
2007-10-02,-0.0022443036725730936
2007-10-03,-0.0009440041989616206
2007-10-04,0.0013148685791447316
2007-10-05,-0.0018875078142727465
2007-10-08,0.00403236904588444
2007-10-09,8.710047048860003e-05
2007-10-10,0.0010063570348144146
2007-10-11,-0.00035345097462444674
2007-10-12,0.002371241937251733
2007-10-15,0.0023900460788138576
2007-10-16,0.00321257316088159
2007-10-17,0.0030075800218098705
2007-10-18,0.002185783373832526
2007-10-19,0.00023155687852489056
2007-10-22,-0.0016686618282404963
2007-10-23,0.0037147470930296517
2007-10-24,0.00011198811904227464
2007-10-25,-0.00016975973350894484
2007-10-26,-0.0030118642686260224
2007-10-29,-0.0005178046230748551
2007-10-30,-0.0011683467610387897
2007-10-31,0.004184239504762732
2007-11-01,0.001111892956352937
2007-11-02,0.0035655356429646944
2007-11-05,0.00044002850882084063
2007-11-06,0.0014699113059830795
2007-11-07,0.0009958632679730758
2007-11-08,-0.0006136050058382656
2007-11-09,-0.005395989599442082
2007-11-12,0.002064126412539805
2007-11-13,-0.003059397158211115
2007-11-14,0.0011941345816328347
2007-11-15,0.0026582671501674273
2007-11-16,0.003885945104175558
2007-11-19,0.004168892293833315
2007-11-20,0.002921062154447918
2007-11-21,0.00047108163930983655
2007-11-22,3.967552275933914e-05
2007-11-23,-0.0018634577177152475
2007-11-26,0.0009962756915778237
2007-11-27,0.0014909864331197876
2007-11-28,-0.0012296583411655182
2007-11-29,-0.0011619614664725914
2007-11-30,-0.00475888431791661
2007-12-03,0.00016639927140015096
2007-12-04,0.004632325157215504
2007-12-05,-0.0016792026442497053
2007-12-06,-0.005340375574109623
2007-12-07,-0.001613051010645689
2007-12-10,-0.0032698308169666103
2007-12-11,0.0019715955516945707
2007-12-12,0.002515753649476707
2007-12-13,0.0033675707846807525
2007-12-14,0.0005117327978105584
2007-12-17,-0.0019249616985226254
2007-12-18,-0.0010429512730888344
2007-12-19,0.001156246261543952
2007-12-20,0.0035878767725909997
2007-12-21,-0.0006757312456888686
2007-12-24,0.0005326477978983874
2007-12-25,-0.0008577893702172926
2007-12-26,-0.0017549132202179373
2007-12-27,-0.0008615269899815708
2007-12-28,0.0021374738489959165
2007-12-31,-0.0007454776349892233
2008-01-02,-0.0010278533151360616
2008-01-03,0.007151092528189441
2008-01-04,0.005390114696343554
2008-01-07,-0.0007828841633338101
2008-01-08,0.002023955540808808
2008-01-09,0.004618408946567426
2008-01-10,-0.0032970261719733355
2008-01-11,0.0013392246335813002
2008-01-14,-0.0007908323922512506
2008-01-15,0.0009683436528807305
2008-01-16,-0.0036184125973942596
2008-01-17,-0.002698503113540099
2008-01-18,3.546765324003987e-05
2008-01-21,0.0028983756938225857
2008-01-22,-0.0026328621755767408
2008-01-23,-0.013083987960606855
2008-01-24,-0.0001454850078889023
2008-01-25,-0.0035174636898188728
2008-01-28,-0.009453367221805035
2008-01-29,-0.007711547869123486
2008-01-30,0.0007006938772285007
2008-01-31,-0.008542107953567758
2008-02-01,-0.0017691908295363007
2008-02-04,0.01338635365513358
2008-02-05,-0.0003893082880612167
2008-02-06,0.000583111405715072
2008-02-07,-0.007322387350305532
2008-02-08,0.007805265046300463
2008-02-11,0.003978464225214601
2008-02-12,0.0025285152660128427
2008-02-13,-8.013318676440266e-05
2008-02-14,0.002079482585928263
2008-02-15,-0.000964029997488487
2008-02-18,-0.0027904692611726203
2008-02-19,0.0014543143476575201
2008-02-20,-0.0016223897966915896
2008-02-21,0.0020445212180304393
2008-02-22,-0.0029018935728694494
2008-02-25,-0.0011326993122778533
2008-02-26,-0.001087972515168264
2008-02-27,-0.0010215375080036121
2008-02-28,0.005288316117295328
2008-02-29,0.0036407529642387957
2008-03-03,0.004242844876450716
2008-03-04,0.0006836593296866901
2008-03-05,0.001791987272136245
2008-03-06,0.006012595154728614
2008-03-07,-0.0007950315267349474
2008-03-10,-0.00011305988550659214
2008-03-11,-0.007453476591562794
2008-03-12,0.003581395101269565
2008-03-13,-0.001821440648450048
2008-03-14,0.003917700871683457
2008-03-17,0.0014928403010197526
2008-03-18,-0.005393727300866867
2008-03-19,-0.002016619245370135
2008-03-20,-0.01070091334723258
2008-03-21,-0.004851039850042653
2008-03-24,-0.001765041692471502
2008-03-25,0.00019335931785705252
2008-03-26,0.007611297962535951
2008-03-27,0.0022706689904300214
2008-03-28,0.0036210293679411138
2008-03-31,-0.0010228445069833429
2008-04-01,-0.007467826175452817
2008-04-02,-0.001291706826772634
2008-04-03,0.0006532409412352196
2008-04-04,0.004922028444916551
2008-04-07,-0.0026006785874289453
2008-04-08,0.0036758544069041064
2008-04-09,0.0040384126820906755
2008-04-10,0.0011266442204653946
2008-04-11,0.001360964894378679
2008-04-14,0.0033097888081615443
2008-04-15,-0.0029279655711166174
2008-04-16,0.00019659822088255845
2008-04-17,-0.001834040345931956
2008-04-18,-0.0008926070993900501
2008-04-21,0.004666231553823996
2008-04-22,0.0023858679140730745
2008-04-23,0.004405109722257854
2008-04-24,-0.009651843167289533
2008-04-25,-0.003998409572233397
2008-04-28,-0.002769243191267872
2008-04-29,-0.0023896807864671006
2008-04-30,0.000533031691439114
2008-05-01,-0.004405297609333593
2008-05-02,0.0009139276792724145
2008-05-05,0.003082332205096416
2008-05-06,0.002596441858467885
2008-05-07,0.0004959252053564275
2008-05-08,0.0020882282165773985
2008-05-09,-0.00011810077962657448
2008-05-12,-0.001058522837264165
2008-05-13,0.0024255967777053987
2008-05-14,-0.0005317635600979016
2008-05-15,-0.0004110748444195326
2008-05-16,0.002469506987716254
2008-05-19,0.00023061745802981253
2008-05-20,0.0032539430099482757
2008-05-21,0.005042072223873151
2008-05-22,-0.002057765295457317
2008-05-23,0.001362605993701013
2008-05-26,0.0031996864033600417
2008-05-27,-2.2440832965557466e-05
2008-05-28,0.002704660419986298
2008-05-29,-0.0017498276560055964
2008-05-30,0.0005487389108536192
2008-06-02,0.0015644528490106253
2008-06-03,0.0003045175238005322
2008-06-04,0.0013874658028360967
2008-06-05,0.0011678021189622137
2008-06-06,0.004899429773384007
2008-06-09,0.004918326493631894
2008-06-10,-0.0012496814405955224
2008-06-11,0.005326169426536546
2008-06-12,-0.0013615838916199716
2008-06-13,0.0009447314763029448
2008-06-16,7.696982388782739e-05
2008-06-17,0.004199339216032363
2008-06-18,0.004277001243705773
2008-06-19,0.003679363082344344
2008-06-20,0.001880928986236236
2008-06-23,0.00860019048735103
2008-06-24,-0.0018549263791027102
2008-06-25,-0.0011756864770998037
2008-06-26,0.003573815068144057
2008-06-27,0.0031371182480390437
2008-06-30,0.0043695611992582645
2008-07-01,0.00038072271156578427
2008-07-02,0.0001904791827767354
2008-07-03,0.00031192434817573525
2008-07-04,0.003865713857545605
2008-07-07,0.002391327916043865
2008-07-08,-0.005242205923971503
2008-07-09,0.0029511821960425846
2008-07-10,0.005313477343428292
2008-07-11,0.0039286262389093005
2008-07-14,0.0040347628935091555
2008-07-15,0.002514105153526844
2008-07-16,-0.010478723808551275
2008-07-17,-0.013212074173331778
2008-07-18,-0.0013454195077946677
2008-07-21,0.002043317377805715
2008-07-22,-0.007255459552696434
2008-07-23,-0.011767256351246026
2008-07-24,0.0075382284047523195
2008-07-25,0.006369218398127949
2008-07-28,0.005716713605683703
2008-07-29,-0.009589384487649965
2008-07-30,0.0006653886574262058
2008-07-31,-0.00023397331852747784
2008-08-01,-0.0020096241237349886
2008-08-04,-0.002686883367137539
2008-08-05,-0.007309132416957165
2008-08-06,-0.0028049113760613845
2008-08-07,0.004584134245430343
2008-08-08,-0.004658250154590906
2008-08-11,-0.00920263714402831
2008-08-12,0.00520279747928821
2008-08-13,0.01131495829942625
2008-08-14,-0.002651647436718887
2008-08-15,-0.006183699651637943
2008-08-18,0.0017819241743230751
2008-08-19,0.010168250454683014
2008-08-20,0.0034715289720661504
2008-08-21,0.0038506896421807513
2008-08-22,-0.007324630104506875
2008-08-25,-0.001059090625345691
2008-08-26,0.0012725184137856527
2008-08-27,0.0023032034976217864
2008-08-28,-0.0058404917615370346
2008-08-29,-0.004736622152868604
2008-09-01,0.008942510890880634
2008-09-02,-0.007087536968194999
2008-09-03,-0.009724569002441992
2008-09-04,-0.00014391255711516794
2008-09-05,-0.00294329589238826
2008-09-08,-0.008820254707787988
2008-09-09,-0.003199051489319274
2008-09-10,0.008310761280394369
2008-09-11,0.0011220773356443012
2008-09-12,-0.0030237690190153673
2008-09-15,0.0004790284554416419
2008-09-16,0.000420569816032336
2008-09-17,-0.0009042324291066547
2008-09-18,-0.01685066959013674
2008-09-19,-0.009228157930514515
2008-09-22,0.00649808674848013
2008-09-23,-0.0033539783110774174
2008-09-24,-0.00046112215694149887
2008-09-25,0.001858879553742641
2008-09-26,0.0023236835853576677
2008-09-29,0.008575611015491792
2008-09-30,-0.00021143714969688887
2008-10-01,-0.013169673714552594
2008-10-02,-0.007636883981882097
2008-10-03,0.00421569342141597
2008-10-06,0.006591758610341453
2008-10-07,0.004278015549490198
2008-10-08,0.01106156992692335
2008-10-09,0.00507063065606875
2008-10-10,-0.0049576477148507835
2008-10-13,0.012413259728651174
2008-10-14,-0.022443310641389116
2008-10-15,-0.009495844058790018
2008-10-16,0.01849290525060023
2008-10-17,0.00501956763445614
2008-10-20,0.007035833267818092
2008-10-21,-0.006151266423708394
2008-10-22,-0.0019466494365346088
2008-10-23,0.0033164914871308578
2008-10-24,0.005647729500982158
2008-10-27,-0.004863843478954507
2008-10-28,0.010737731793985697
2008-10-29,-0.000929656714272286
2008-10-30,-0.004403615912916016
2008-10-31,-0.007198969883893823
2008-11-03,-0.005316927997872804
2008-11-04,0.001728061093636805
2008-11-05,-0.008671340150854249
2008-11-06,-0.001227205553794768
2008-11-07,0.005260150313441999
2008-11-10,0.009781071200780145
2008-11-11,-0.0005790169304941076
2008-11-12,-0.0015925065322739392
2008-11-13,0.010811888760794702
2008-11-14,-0.003426480399712883
2008-11-17,0.004561343448782646
2008-11-18,0.001919603926642215
2008-11-19,-0.0010109178678529536
2008-11-20,-0.010795713575141964
2008-11-21,0.006474801688827102
2008-11-24,-0.0037527146659621907
2008-11-25,-0.0011640109563459617
2008-11-26,0.0032587387247309677
2008-11-27,-0.009240432884364637
2008-11-28,-0.004983799780866865
2008-12-01,-0.0011798219271886646
2008-12-02,-0.0013183689191708424
2008-12-03,-0.0034919072374809718
2008-12-04,-0.011613328991899744
2008-12-05,-0.004187970033799485
2008-12-08,0.002756062902198498
2008-12-09,0.0019060517331859848
2008-12-10,0.00223145050290877
2008-12-11,0.0014425066683778616
2008-12-12,0.002890186188294466
2008-12-15,-0.0015264629391070418
2008-12-16,0.00045104399556936185
2008-12-17,0.0008301297257504026
2008-12-18,-0.00447810972072376
2008-12-19,-0.0028925060700501644
2008-12-22,-0.004069942936385732
2008-12-23,0.0008837578714805226
2008-12-24,0.0014585736496240539
2008-12-25,-0.007313758954234351
2008-12-26,0.0002482457324932256
2008-12-29,0.003970744390604809
2008-12-30,-0.00018721465344562915
2008-12-31,0.0012861866290514133
2009-01-02,0.004365720584100213
2009-01-05,0.0015564388454028443
2009-01-06,-0.006171184959972993
2009-01-07,-0.004073420755868131
2009-01-08,0.0028377268951450562
2009-01-09,0.0007616600533997913
2009-01-12,-0.0014856014706107453
2009-01-13,0.009673411661559808
2009-01-14,0.003564274262071134
2009-01-15,0.007107149531840918
2009-01-16,-0.0015305786660325118
2009-01-19,0.003990969594086339
2009-01-20,0.004947014132648574
2009-01-21,0.007925799804524116
2009-01-22,-0.001271749160867541
2009-01-23,0.0038217792663887895
2009-01-26,0.0021320016579757114
2009-01-27,-0.004538276605681565
2009-01-28,-0.009934723098465414
2009-01-29,0.005130714793174584
2009-01-30,0.010498630700204828
2009-02-02,0.006390747061099008
2009-02-03,0.006334584419486423
2009-02-04,-0.005753544565942816
2009-02-05,-0.0036942906735016436
2009-02-06,-0.01546671040822701
2009-02-09,0.0016654695956256334
2009-02-10,0.012232145997294467
2009-02-11,-0.0024407281079981027
